kiln_temperature,mill_vibration,motor_current,feed_rate,gas_pressure,negative_mill_vibration,negative_gas_pressure_reading,anomaly
1430.87,2.5,117.0,208.39,4.96,0,0,0
1388.25,1.17,117.79,340.36,4.42,0,0,0
1488.2,0.5,115.83,208.72,3.06,0,0,0
1517.13,1.57,128.59,302.98,4.42,0,0,0
1464.12,3.66,76.53,307.05,5.84,0,0,0
1316.03,1.91,114.69,270.86,3.48,0,0,0
1517.84,3.9,123.32,207.74,4.02,0,0,0
1455.96,3.23,126.01,284.38,5.96,0,0,0
1317.28,3.85,91.48,315.71,5.05,0,0,0
1364.84,0.63,99.42,170.3,4.47,0,0,0
1397.32,3.18,122.56,256.11,2.85,0,0,0
1449.98,2.29,92.77,276.77,5.91,0,0,0
1398.93,3.19,140.84,227.95,5.44,0,0,0
1405.5,2.28,108.41,215.91,4.97,0,0,0
1495.7,2.52,114.26,213.15,5.94,0,0,0
1509.37,2.4,146.4,212.02,5.88,0,0,0
1497.47,2.59,112.24,218.52,7.16,0,0,0
1368.2,3.57,100.53,196.94,3.39,0,0,0
1497.15,2.83,132.24,232.92,4.54,0,0,0
1426.05,2.37,113.34,175.99,3.82,0,0,0
1548.13,1.66,123.62,241.47,3.85,0,0,0
1463.01,2.11,123.74,256.39,5.92,0,0,0
1510.82,1.65,142.51,226.95,5.63,0,0,0
1477.81,1.87,112.99,255.63,5.18,0,0,0
1471.64,3.23,113.4,233.93,6.45,0,0,0
1431.6,2.84,133.01,254.22,4.99,0,0,0
1510.37,3.93,129.32,273.14,3.22,0,0,0
1496.55,2.23,144.85,247.23,2.68,0,0,0
1433.45,2.53,132.9,274.94,4.77,0,0,0
1427.98,2.57,126.06,254.15,6.62,0,0,0
1414.38,2.45,87.49,256.46,4.41,0,0,0
1490.88,1.41,100.91,251.12,3.93,0,0,0
1461.82,2.17,118.9,176.39,5.88,0,0,0
1464.38,3.16,127.34,219.29,3.76,0,0,0
1431.97,2.84,124.09,257.25,3.81,0,0,0
1522.89,2.73,112.8,298.23,3.85,0,0,0
1375.55,3.67,99.11,237.17,5.7,0,0,0
1489.11,3.75,145.3,229.63,4.7,0,0,0
1499.1,3.16,116.95,201.56,4.2,0,0,0
1874.24,13.66,116.43,291.57,6.51,0,0,1
1377.51,3.12,99.44,259.58,7.04,0,0,0
1469.13,2.09,151.53,171.29,4.01,0,0,0
1509.82,2.11,158.23,264.18,4.82,0,0,0
1538.6,2.88,114.31,254.65,4.14,0,0,0
1482.86,2.05,107.27,212.39,4.59,0,0,0
1419.31,3.3,125.41,220.27,4.45,0,0,0
1484.67,0.59,142.06,326.94,6.13,0,0,0
1466.09,3.01,110.73,278.7,5.68,0,0,0
1405.77,2.48,101.23,277.72,5.96,0,0,0
1479.92,1.37,106.53,234.4,4.75,0,0,0
1473.5,2.66,114.38,254.74,4.8,0,0,0
1571.38,3.22,83.96,227.56,5.14,0,0,0
1454.38,1.16,103.91,248.3,7.0,0,0,0
1534.77,3.55,147.8,298.28,5.82,0,0,0
1519.57,1.91,133.75,185.84,5.14,0,0,0
1452.5,2.3,126.96,253.01,5.21,0,0,0
1511.86,1.48,130.94,227.58,5.62,0,0,0
1410.83,2.55,143.81,234.86,4.82,0,0,0
1440.39,5.49,133.18,304.9,4.28,0,0,0
1423.21,2.25,136.8,217.53,4.37,0,0,0
1442.12,2.54,119.88,304.68,3.57,0,0,0
1349.79,1.83,96.85,263.65,4.68,0,0,0
1539.97,1.56,106.25,306.1,3.58,0,0,0
1434.77,2.62,136.43,233.81,5.89,0,0,0
1489.35,2.06,121.82,312.12,3.64,0,0,0
1462.27,2.7,112.41,240.34,5.29,0,0,0
1436.42,1.89,95.26,220.77,5.95,0,0,0
1386.14,2.59,135.62,283.43,5.61,0,0,0
1404.3,0.66,137.08,181.55,4.89,0,0,0
1438.22,0.82,123.04,294.86,3.25,0,0,0
1426.27,3.36,112.27,313.47,4.05,0,0,0
1401.31,2.21,107.37,184.38,4.17,0,0,0
1415.65,1.88,126.51,334.22,3.35,0,0,0
1493.84,2.6,127.59,216.7,4.54,0,0,0
1391.68,2.12,130.62,220.91,4.18,0,0,0
1406.0,1.56,113.77,224.64,5.0,0,0,0
1460.75,2.89,109.92,164.35,4.96,0,0,0
1441.83,2.23,136.1,198.47,3.49,0,0,0
1431.69,1.08,114.46,273.39,6.54,0,0,0
1955.26,7.6,102.65,296.97,5.96,0,0,1
1459.24,1.77,111.86,194.69,4.35,0,0,0
1368.84,1.98,119.34,237.22,3.86,0,0,0
1410.03,1.8,126.59,266.29,4.36,0,0,0
1366.95,3.31,130.46,238.47,5.46,0,0,0
1441.04,2.45,121.35,181.28,4.7,0,0,0
1383.59,2.26,110.65,215.72,5.29,0,0,0
1361.94,2.54,107.18,295.86,4.94,0,0,0
1347.24,2.07,103.1,269.88,4.44,0,0,0
1549.22,1.65,124.37,214.57,5.69,0,0,0
1381.73,2.38,153.4,329.75,3.61,0,0,0
1434.22,1.47,124.38,221.97,4.93,0,0,0
1452.97,2.83,109.28,266.91,5.2,0,0,0
1935.55,4.69,115.32,260.5,3.33,0,0,0
1447.45,1.56,102.69,235.18,4.73,0,0,0
1427.32,2.08,128.67,340.51,3.75,0,0,0
1460.99,3.72,110.42,296.35,4.96,0,0,0
1460.47,2.46,101.91,258.03,2.49,0,0,0
1452.54,2.87,116.66,274.76,6.39,0,0,0
1482.04,0.59,100.22,250.95,4.89,0,0,0
1418.71,1.77,122.03,345.93,4.26,0,0,0
1439.96,2.68,130.37,242.91,4.71,0,0,0
1383.71,3.55,124.33,203.36,4.08,0,0,0
1437.75,3.59,131.85,288.9,5.81,0,0,0
1418.09,2.81,111.53,235.65,8.0,0,0,0
1376.88,4.07,123.18,228.87,5.55,0,0,0
1426.24,2.41,94.92,259.99,4.44,0,0,0
1423.79,3.1,125.34,229.69,5.6,0,0,0
1483.54,1.44,131.77,208.71,5.36,0,0,0
1386.18,3.73,125.55,201.57,4.83,0,0,0
1450.19,3.21,136.03,267.15,3.71,0,0,0
1453.93,3.07,128.44,212.72,4.19,0,0,0
1496.18,2.5,126.93,265.7,5.04,0,0,0
1407.26,3.35,106.39,281.33,5.09,0,0,0
1384.63,3.3,83.39,287.27,3.82,0,0,0
1473.75,1.76,113.87,218.06,5.36,0,0,0
1380.26,2.67,155.41,217.91,5.97,0,0,0
1423.86,2.83,110.09,268.96,5.24,0,0,0
1438.07,2.26,130.81,184.7,4.27,0,0,0
1480.79,3.49,128.07,290.8,4.19,0,0,0
1372.91,4.07,114.08,202.69,3.98,0,0,0
1435.19,3.47,129.02,275.99,4.21,0,0,0
1451.3,1.76,147.14,281.16,5.48,0,0,0
1406.95,2.53,115.99,257.85,6.53,0,0,0
1432.12,2.08,113.94,286.81,6.07,0,0,0
1494.45,2.19,101.97,223.53,4.62,0,0,0
1424.65,2.16,140.66,257.14,6.17,0,0,0
1431.8,3.38,117.01,257.52,5.33,0,0,0
1494.28,1.74,127.73,198.77,4.33,0,0,0
1439.09,1.93,128.12,226.31,5.28,0,0,0
1516.92,2.65,114.46,275.42,4.97,0,0,0
1368.08,4.01,126.4,253.63,5.37,0,0,0
1436.33,3.67,106.14,240.34,4.59,0,0,0
1488.81,2.92,104.16,276.67,4.78,0,0,0
1414.03,1.81,131.98,275.57,5.41,0,0,0
1438.28,2.84,129.91,257.69,5.62,0,0,0
1513.17,3.33,73.92,319.89,5.18,0,0,0
1411.27,3.57,112.49,322.4,4.35,0,0,0
1474.13,3.61,117.6,253.77,6.83,0,0,0
1487.33,3.67,137.64,344.34,7.08,0,0,0
1453.83,3.21,120.13,239.77,6.02,0,0,0
1452.0,2.9,138.91,323.79,3.4,0,0,0
1398.75,3.04,109.66,185.9,6.0,0,0,0
1486.55,3.73,124.67,163.52,3.62,0,0,0
1387.28,3.05,142.08,244.42,3.05,0,0,0
1469.56,1.92,155.26,242.33,5.35,0,0,0
1424.08,3.15,93.35,223.52,4.27,0,0,0
1869.19,5.06,95.35,194.78,4.07,0,0,0
1439.94,2.52,121.09,262.71,3.16,0,0,0
1474.97,1.6,133.51,291.87,5.46,0,0,0
1528.1,3.41,124.04,302.61,5.7,0,0,0
1455.57,2.88,101.95,243.41,7.41,0,0,0
1414.0,3.24,86.44,247.26,3.78,0,0,0
1508.0,2.22,137.46,297.25,5.32,0,0,0
1458.77,2.95,132.03,240.63,6.4,0,0,0
1438.42,2.64,115.65,266.92,5.93,0,0,0
1452.93,2.68,125.79,233.08,4.43,0,0,0
1488.33,2.84,119.87,255.65,4.53,0,0,0
1384.5,2.07,120.95,247.87,5.16,0,0,0
1396.04,2.86,102.12,183.6,5.81,0,0,0
1432.76,2.09,114.78,213.92,4.75,0,0,0
1503.73,2.92,114.44,268.98,6.22,0,0,0
1424.58,3.06,108.45,247.17,4.37,0,0,0
1912.01,13.28,132.56,273.4,4.59,0,0,1
1506.23,3.11,114.6,245.28,4.83,0,0,0
1469.09,1.27,104.37,228.49,4.86,0,0,0
1548.69,2.9,96.12,269.63,4.08,0,0,0
1453.39,3.44,131.45,240.59,4.33,0,0,0
1442.15,2.16,116.28,206.99,3.69,0,0,0
1430.92,3.21,112.13,270.14,4.63,0,0,0
1549.62,2.89,116.53,238.12,4.42,0,0,0
1510.97,3.59,115.88,204.92,4.83,0,0,0
1377.03,2.99,110.98,298.9,3.93,0,0,0
1555.5,2.54,125.84,275.52,3.96,0,0,0
1474.9,2.66,110.22,233.18,5.94,0,0,0
1456.45,2.64,129.13,222.63,3.58,0,0,0
1475.91,2.48,111.94,288.06,4.73,0,0,0
1402.06,1.6,121.61,215.36,4.23,0,0,0
1907.85,9.04,126.86,279.53,3.2,0,0,1
1434.57,3.39,137.57,294.2,3.23,0,0,0
1431.98,3.18,147.99,256.15,4.63,0,0,0
1497.94,2.47,120.14,184.41,4.02,0,0,0
1436.78,2.32,110.07,308.62,4.15,0,0,0
1454.98,1.98,128.83,278.63,5.26,0,0,0
1466.39,1.72,117.4,246.39,5.13,0,0,0
1497.18,3.02,114.39,251.78,4.86,0,0,0
1513.4,2.7,103.29,224.64,4.84,0,0,0
1450.74,2.23,107.96,254.13,2.82,0,0,0
1431.09,2.9,125.0,234.59,4.01,0,0,0
2019.39,9.56,118.23,234.38,5.55,0,0,1
1320.98,3.97,112.0,272.81,4.61,0,0,0
1493.37,1.32,100.34,306.34,5.5,0,0,0
1442.8,1.76,112.98,209.63,6.5,0,0,0
1478.53,4.76,121.49,236.93,5.03,0,0,0
1452.04,2.44,135.63,363.98,5.17,0,0,0
1514.07,2.71,110.55,211.1,5.74,0,0,0
1470.96,2.83,114.92,241.31,3.07,0,0,0
1378.95,1.92,110.28,314.94,6.46,0,0,0
1376.7,1.98,112.88,267.39,4.43,0,0,0
1439.25,1.9,118.92,302.77,5.14,0,0,0
1480.38,1.2,121.77,303.49,3.84,0,0,0
1416.53,3.83,129.9,204.48,5.44,0,0,0
1339.43,1.96,125.83,265.11,5.39,0,0,0
1471.55,3.7,121.35,221.55,4.7,0,0,0
1452.12,2.9,137.85,299.81,4.87,0,0,0
1457.16,3.74,109.03,237.11,4.35,0,0,0
1394.94,2.85,105.93,260.07,4.73,0,0,0
1509.64,3.3,138.94,239.08,4.81,0,0,0
1409.18,2.91,116.88,276.98,5.35,0,0,0
1465.4,2.0,109.75,262.81,4.07,0,0,0
1477.49,2.91,121.27,328.17,5.97,0,0,0
1412.77,3.72,116.0,356.05,4.8,0,0,0
1403.83,2.93,137.78,319.83,3.73,0,0,0
1492.65,1.73,96.46,255.33,5.53,0,0,0
1477.63,2.21,108.54,261.17,5.61,0,0,0
1466.75,3.21,154.83,271.44,5.87,0,0,0
1506.29,2.18,132.03,220.62,5.58,0,0,0
1467.08,2.42,134.16,322.44,6.34,0,0,0
1431.5,2.61,114.07,276.13,2.89,0,0,0
1475.9,1.14,131.55,260.58,3.13,0,0,0
1472.52,2.77,135.3,263.29,4.74,0,0,0
1473.78,3.63,134.88,227.27,5.54,0,0,0
1405.85,0.7,134.01,256.86,5.2,0,0,0
1401.05,2.34,115.89,341.98,5.69,0,0,0
1494.01,1.46,95.26,214.88,4.8,0,0,0
1442.58,2.64,142.97,247.43,4.29,0,0,0
1352.84,2.66,111.42,317.66,5.63,0,0,0
1381.43,2.77,116.95,303.2,5.57,0,0,0
1384.07,2.99,109.45,237.85,5.88,0,0,0
1964.73,6.53,106.08,256.65,5.17,0,0,0
1447.58,1.38,94.44,321.65,4.13,0,0,0
1451.77,2.3,106.27,198.1,6.48,0,0,0
1432.34,1.86,132.49,241.39,4.48,0,0,0
1397.06,2.51,120.7,259.48,2.7,0,0,0
1487.99,2.37,113.42,255.52,5.13,0,0,0
1482.62,1.95,102.43,273.16,3.46,0,0,0
1414.77,2.6,93.33,254.5,3.08,0,0,0
1520.1,3.38,112.57,274.53,5.3,0,0,0
1487.25,3.46,117.38,266.13,4.54,0,0,0
1407.31,2.45,117.4,382.19,4.22,0,0,0
1435.63,3.18,126.91,286.27,5.9,0,0,0
1431.6,1.05,109.82,258.63,5.83,0,0,0
1465.62,1.96,96.51,256.75,4.85,0,0,0
1378.57,0.02,117.94,262.88,3.29,0,0,0
1414.75,1.51,103.63,232.68,6.09,0,0,0
1489.72,2.83,110.75,338.91,5.82,0,0,0
1370.66,2.13,122.92,200.1,4.9,0,0,0
1882.06,4.23,107.46,186.33,5.1,0,0,0
1388.69,2.84,110.81,293.33,4.61,0,0,0
1495.66,2.07,126.36,289.75,4.76,0,0,0
1467.17,3.51,139.79,279.1,5.81,0,0,0
1376.61,0.64,128.45,270.34,4.08,0,0,0
1397.88,3.07,117.24,210.44,2.58,0,0,0
1895.89,14.44,126.98,281.63,5.52,0,0,1
1334.65,4.49,147.78,221.6,3.45,0,0,0
1394.99,3.1,114.62,212.66,4.91,0,0,0
1408.8,3.45,106.94,283.73,5.27,0,0,0
1514.24,2.32,140.83,241.26,4.12,0,0,0
1421.17,2.13,144.68,300.55,4.83,0,0,0
1482.97,2.39,114.11,276.24,5.42,0,0,0
1487.23,0.73,114.59,265.76,5.57,0,0,0
1372.39,2.29,145.79,263.65,2.75,0,0,0
1413.84,2.13,98.66,225.95,4.89,0,0,0
1444.53,1.6,109.47,310.11,7.67,0,0,0
1458.89,1.91,111.07,199.46,5.57,0,0,0
1466.19,2.79,110.05,307.95,3.85,0,0,0
1459.64,4.02,108.81,218.55,5.2,0,0,0
1475.3,2.69,142.36,263.51,3.61,0,0,0
1449.42,2.48,149.51,334.89,3.72,0,0,0
1458.7,2.47,116.63,289.93,5.49,0,0,0
1399.34,2.7,125.79,289.82,3.92,0,0,0
1369.1,2.25,120.85,256.09,5.19,0,0,0
1394.11,2.51,129.02,290.42,5.4,0,0,0
1365.65,1.76,124.71,261.2,5.0,0,0,0
1461.22,2.64,130.12,246.11,4.96,0,0,0
1496.95,3.27,124.13,264.39,5.74,0,0,0
1402.61,1.93,114.12,282.43,4.49,0,0,0
1500.43,0.81,138.53,188.69,5.68,0,0,0
1472.59,2.5,123.39,270.22,4.61,0,0,0
1422.31,2.13,134.27,287.31,4.39,0,0,0
1432.53,2.49,141.33,217.5,4.03,0,0,0
1967.87,5.95,111.31,247.17,5.07,0,0,0
1333.81,2.65,138.1,305.41,5.29,0,0,0
1505.57,1.8,140.22,289.01,5.33,0,0,0
1494.8,4.07,118.05,234.45,4.6,0,0,0
1420.54,2.11,111.87,204.16,4.67,0,0,0
1445.36,0.2,131.14,194.67,3.8,0,0,0
1531.34,2.73,114.91,279.04,4.54,0,0,0
1384.51,2.05,99.27,247.29,5.46,0,0,0
1440.9,2.35,111.88,185.52,4.91,0,0,0
1482.36,1.76,114.93,266.29,4.53,0,0,0
1460.49,2.93,113.12,206.37,4.81,0,0,0
1452.6,2.06,127.32,197.98,4.79,0,0,0
1540.84,3.29,117.45,233.33,2.75,0,0,0
1394.59,3.71,126.5,194.86,5.3,0,0,0
1825.5,7.21,88.13,308.8,5.58,0,0,1
1324.35,0.92,101.86,221.47,4.18,0,0,0
1396.07,2.84,116.51,238.94,4.5,0,0,0
1851.52,3.31,104.17,250.75,7.75,0,0,0
1465.99,2.11,114.07,273.1,4.73,0,0,0
1497.99,3.23,123.38,231.13,6.02,0,0,0
1401.8,2.58,135.79,249.0,4.9,0,0,0
1442.87,1.43,137.03,221.08,3.79,0,0,0
1519.8,1.93,116.42,235.19,5.27,0,0,0
1440.63,2.06,103.31,278.17,4.13,0,0,0
1475.94,1.87,106.89,271.31,5.61,0,0,0
1506.04,2.86,130.99,267.66,7.08,0,0,0
1403.51,2.56,107.37,280.6,6.93,0,0,0
1393.33,1.43,89.85,245.43,3.77,0,0,0
1531.05,0.78,112.15,223.34,5.25,0,0,0
1478.96,2.91,127.3,184.74,5.5,0,0,0
1383.65,2.41,104.58,236.74,4.54,0,0,0
1397.17,2.18,86.49,254.01,5.92,0,0,0
1439.98,1.9,136.4,310.99,4.31,0,0,0
1519.68,2.45,138.06,239.41,5.08,0,0,0
1499.09,2.35,127.72,315.6,4.1,0,0,0
1964.71,5.53,116.05,171.88,3.8,0,0,0
1428.18,1.85,108.47,334.19,4.58,0,0,0
1449.62,1.96,121.6,283.36,3.85,0,0,0
1410.08,1.59,116.97,307.67,5.05,0,0,0
1429.22,2.58,123.46,215.94,4.26,0,0,0
1393.86,2.66,93.43,310.28,5.33,0,0,0
1406.4,2.76,131.53,213.61,5.24,0,0,0
1413.69,1.45,122.22,270.77,6.29,0,0,0
1442.74,0.97,91.12,266.93,4.23,0,0,0
1471.03,2.74,144.82,339.5,3.4,0,0,0
1533.31,3.28,123.85,255.88,5.89,0,0,0
1431.72,0.68,133.38,193.84,4.71,0,0,0
1479.4,3.17,122.07,279.34,4.68,0,0,0
1441.04,2.47,103.47,240.37,5.38,0,0,0
1498.14,4.07,121.26,311.11,4.58,0,0,0
1387.23,2.79,104.49,232.56,4.23,0,0,0
1423.22,0.81,128.23,251.42,6.26,0,0,0
1938.3,11.08,85.19,238.27,5.26,0,0,1
1479.08,1.96,122.69,237.62,5.06,0,0,0
1480.0,2.74,121.19,304.45,7.09,0,0,0
1520.46,2.57,129.55,294.16,5.18,0,0,0
1363.31,2.81,88.16,206.31,5.19,0,0,0
1387.28,3.73,126.9,235.35,5.81,0,0,0
1490.67,3.72,102.41,280.76,3.08,0,0,0
1482.75,2.07,97.65,274.71,6.09,0,0,0
1585.43,2.68,104.13,290.45,5.74,0,0,0
1404.21,3.63,100.24,294.05,6.08,0,0,0
1468.46,2.71,125.3,244.6,5.68,0,0,0
1446.46,3.58,121.77,244.18,6.45,0,0,0
1481.07,2.02,93.89,281.14,5.79,0,0,0
1468.79,2.32,112.88,304.43,5.34,0,0,0
1424.12,3.38,118.44,282.1,4.73,0,0,0
1469.39,3.45,136.06,217.03,4.14,0,0,0
1454.17,3.25,111.64,244.24,4.71,0,0,0
1456.41,3.2,110.12,271.6,7.1,0,0,0
1506.69,2.67,122.53,329.94,6.75,0,0,0
1574.03,1.6,123.42,297.25,4.44,0,0,0
1354.31,2.01,124.42,192.78,4.49,0,0,0
1514.44,1.78,126.58,236.5,4.9,0,0,0
1482.12,3.34,109.42,262.43,3.41,0,0,0
1412.92,1.69,100.01,299.58,4.86,0,0,0
1431.87,0.51,109.82,263.55,6.07,0,0,0
1494.1,2.69,135.44,232.2,5.28,0,0,0
1452.53,2.58,115.65,279.39,5.03,0,0,0
1447.55,3.0,138.3,249.43,4.74,0,0,0
1415.67,3.25,110.61,265.19,5.68,0,0,0
1412.05,2.51,121.07,255.31,5.39,0,0,0
1401.72,2.19,138.87,272.11,4.21,0,0,0
1424.5,2.47,114.59,255.24,5.91,0,0,0
1443.57,2.74,112.25,231.22,4.68,0,0,0
1467.72,2.13,126.3,239.84,4.92,0,0,0
1408.85,2.1,116.64,208.37,5.97,0,0,0
1487.78,3.4,119.85,301.56,3.76,0,0,0
1404.6,2.78,136.61,304.45,4.31,0,0,0
1488.44,1.99,136.86,227.97,3.65,0,0,0
1406.7,2.09,104.17,236.63,4.15,0,0,0
1550.85,2.63,113.41,170.21,5.75,0,0,0
1482.42,1.22,128.59,276.73,3.18,0,0,0
1492.05,2.74,104.74,245.66,5.16,0,0,0
1441.4,2.45,124.68,210.72,4.14,0,0,0
1480.36,2.44,130.6,294.97,5.14,0,0,0
1387.39,2.09,106.54,212.89,5.65,0,0,0
1401.2,2.15,118.89,238.76,5.18,0,0,0
1434.63,2.63,139.87,282.9,3.55,0,0,0
1525.89,1.44,132.24,255.37,6.72,0,0,0
1500.33,2.46,117.46,278.02,3.97,0,0,0
1338.17,2.4,143.72,196.67,4.52,0,0,0
1400.7,2.71,146.2,223.3,4.99,0,0,0
1445.66,1.82,140.18,228.46,5.03,0,0,0
1512.82,2.7,133.59,211.53,6.21,0,0,0
1462.21,2.79,138.33,229.51,6.33,0,0,0
1323.13,3.01,111.23,220.13,6.51,0,0,0
1391.37,2.55,115.96,263.95,5.66,0,0,0
1486.0,2.19,94.04,200.02,5.57,0,0,0
1460.2,2.73,124.82,208.24,5.57,0,0,0
1456.75,2.96,77.76,302.74,3.4,0,0,0
1505.6,2.18,135.12,312.11,5.56,0,0,0
1432.69,0.81,119.11,234.47,3.72,0,0,0
1484.94,2.87,133.95,264.5,3.75,0,0,0
1461.22,1.94,119.64,251.98,6.09,0,0,0
1428.67,2.86,121.29,269.89,5.02,0,0,0
1404.84,1.24,110.48,227.86,3.62,0,0,0
1337.95,3.5,108.91,240.75,2.84,0,0,0
1410.47,3.07,129.32,244.81,4.16,0,0,0
1481.78,2.31,137.2,235.07,5.59,0,0,0
1895.6,10.28,87.64,243.96,5.3,0,0,1
1517.94,2.87,114.18,197.48,6.96,0,0,0
1457.2,1.92,134.26,297.86,3.98,0,0,0
1494.18,3.01,117.67,215.51,7.7,0,0,0
1362.02,1.83,127.5,254.25,6.87,0,0,0
1428.07,2.43,138.47,320.23,5.04,0,0,0
1436.55,2.67,128.88,254.89,3.08,0,0,0
1408.73,3.47,111.06,199.51,5.6,0,0,0
1526.29,2.88,125.75,159.43,5.3,0,0,0
1353.5,2.0,148.45,294.16,7.21,0,0,0
1444.31,1.13,109.47,254.13,3.84,0,0,0
1506.63,2.33,97.93,266.63,5.09,0,0,0
1488.17,4.55,136.3,258.77,3.38,0,0,0
1431.01,3.69,121.43,266.68,3.79,0,0,0
1836.17,5.78,87.68,282.66,4.81,0,0,0
1504.55,3.94,127.46,257.55,5.21,0,0,0
1423.94,3.55,140.88,236.07,3.27,0,0,0
1408.47,1.97,125.98,201.48,4.46,0,0,0
1500.0,4.66,116.03,196.38,4.97,0,0,0
1465.37,2.24,107.63,292.4,5.29,0,0,0
1432.4,3.4,126.68,239.85,3.67,0,0,0
1916.23,3.5,109.25,182.15,5.45,0,0,0
1472.26,1.53,115.71,241.88,6.06,0,0,0
1447.31,3.12,136.06,256.82,6.82,0,0,0
1457.69,2.52,115.04,253.27,6.6,0,0,0
1341.87,3.16,128.8,303.19,5.39,0,0,0
1444.72,3.66,120.52,314.34,5.05,0,0,0
1418.02,1.74,103.48,313.93,5.94,0,0,0
1415.77,3.06,133.46,308.4,4.74,0,0,0
1425.17,3.47,118.22,157.71,4.51,0,0,0
1435.14,1.5,122.41,316.86,5.94,0,0,0
1458.3,1.29,133.64,239.18,5.25,0,0,0
1847.05,8.38,96.44,238.35,6.55,0,0,0
1475.9,3.72,83.51,220.83,5.59,0,0,0
1486.79,2.65,125.43,239.86,4.59,0,0,0
1486.28,1.73,111.51,311.22,4.46,0,0,0
1496.76,1.98,134.78,235.67,5.31,0,0,0
1421.58,2.24,122.43,238.48,4.58,0,0,0
1436.47,1.05,118.11,228.84,3.22,0,0,0
1462.33,2.49,128.0,273.02,4.28,0,0,0
1428.75,1.88,98.93,273.42,4.16,0,0,0
1392.08,2.48,140.1,290.05,5.31,0,0,0
1424.88,3.9,131.96,198.5,4.49,0,0,0
1531.73,3.45,132.88,231.22,5.46,0,0,0
1412.84,3.02,122.97,207.82,4.78,0,0,0
1410.31,2.13,116.7,220.14,5.21,0,0,0
1422.65,3.18,127.46,283.3,4.78,0,0,0
1477.85,1.42,117.54,199.26,5.05,0,0,0
1917.72,5.61,103.44,275.3,6.34,0,0,0
1485.31,2.23,137.21,237.02,5.18,0,0,0
1576.63,3.33,114.35,267.96,5.73,0,0,0
1491.05,1.89,121.88,268.96,5.56,0,0,0
1494.98,2.63,111.35,282.16,4.69,0,0,0
1592.98,1.5,126.01,321.06,5.0,0,0,0
1474.48,3.11,127.25,276.56,4.61,0,0,0
1430.41,2.94,111.41,245.58,4.83,0,0,0
1434.86,3.55,113.09,299.13,5.62,0,0,0
1502.84,2.43,112.74,241.15,5.5,0,0,0
1387.41,3.25,124.94,321.02,2.72,0,0,0
1352.67,1.22,122.43,275.85,3.75,0,0,0
1408.95,1.69,97.6,257.72,5.86,0,0,0
1490.99,2.07,105.2,329.67,4.79,0,0,0
1479.64,1.68,109.03,230.92,5.65,0,0,0
1442.0,2.49,114.24,238.46,4.71,0,0,0
1503.46,3.54,114.54,256.4,5.44,0,0,0
1480.41,2.36,132.2,264.58,4.05,0,0,0
1467.2,2.16,124.64,195.38,3.63,0,0,0
1449.14,3.62,82.04,215.67,5.36,0,0,0
1494.82,1.43,103.51,255.82,3.96,0,0,0
1487.77,2.32,105.6,241.65,6.33,0,0,0
1436.35,1.9,95.95,250.95,5.55,0,0,0
1490.67,2.58,97.26,175.43,3.43,0,0,0
1417.31,2.12,152.12,305.49,4.8,0,0,0
1461.74,1.33,133.87,296.68,6.0,0,0,0
1470.02,2.32,125.08,377.1,6.54,0,0,0
1433.25,2.18,115.83,203.96,3.85,0,0,0
1456.71,2.24,99.36,283.75,4.9,0,0,0
1480.4,1.38,118.32,270.75,4.83,0,0,0
1395.88,2.7,107.53,313.13,5.55,0,0,0
1459.2,2.87,101.45,236.6,4.64,0,0,0
2039.7,7.83,88.61,302.11,5.28,0,0,1
1408.68,2.19,98.84,269.75,5.52,0,0,0
1501.5,1.82,90.48,240.28,5.3,0,0,0
1445.22,2.09,120.98,225.64,5.61,0,0,0
1509.15,3.59,104.08,223.36,6.99,0,0,0
1413.83,2.11,121.62,253.96,7.45,0,0,0
1450.3,2.55,123.3,242.44,5.33,0,0,0
1560.54,2.58,117.38,228.66,4.47,0,0,0
1441.34,1.75,123.72,202.63,5.17,0,0,0
1936.37,6.57,102.65,251.99,4.96,0,0,0
1479.73,2.7,141.77,227.59,3.87,0,0,0
1348.57,1.96,115.57,205.02,4.41,0,0,0
1472.31,1.82,136.71,184.81,3.93,0,0,0
1388.12,1.05,129.03,198.4,4.83,0,0,0
1481.65,3.02,137.37,214.99,5.46,0,0,0
1455.89,1.94,141.93,280.9,4.08,0,0,0
1394.24,1.7,101.4,246.84,4.66,0,0,0
1446.36,2.75,113.2,233.1,6.5,0,0,0
1574.05,2.05,115.07,172.72,5.04,0,0,0
1531.17,3.83,141.58,237.68,5.54,0,0,0
1467.98,3.53,115.55,234.6,4.59,0,0,0
1475.77,2.33,115.28,242.92,6.09,0,0,0
1480.08,2.73,126.63,270.15,5.03,0,0,0
1423.28,1.14,116.02,227.78,5.86,0,0,0
1415.37,2.94,118.29,252.18,4.85,0,0,0
1492.55,2.65,121.95,155.07,4.69,0,0,0
1855.67,2.76,106.2,245.59,5.71,0,0,0
1522.03,2.15,107.62,228.21,5.02,0,0,0
1382.34,1.23,122.88,251.79,4.82,0,0,0
1404.92,3.14,118.86,278.9,5.13,0,0,0
1520.78,1.42,115.18,314.65,4.15,0,0,0
1435.66,1.15,112.55,263.81,5.22,0,0,0
1443.87,1.65,130.17,252.87,4.54,0,0,0
1482.27,2.32,104.23,262.72,5.17,0,0,0
1507.94,2.34,117.12,281.98,3.96,0,0,0
1480.49,1.78,113.07,314.66,4.8,0,0,0
